74.207.246.143 - - [19/Jul/2014:01:27:45 +0100] "GET / HTTP/1.0" 200 11197
82.8.212.105 - - [19/Jul/2014:10:11:52 +0100] "GET /solr/img/ico/dashboard.png HTTP/1.1" 200 646
82.8.212.105 - - [19/Jul/2014:10:11:52 +0100] "GET /solr/img/ico/box.png HTTP/1.1" 200 508
82.8.212.105 - - [19/Jul/2014:10:11:52 +0100] "GET /solr/img/ico/inbox-document-text.png HTTP/1.1" 200 675
82.8.212.105 - - [19/Jul/2014:10:11:52 +0100] "GET /solr/img/ico/databases.png HTTP/1.1" 200 661
82.8.212.105 - - [19/Jul/2014:10:11:57 +0100] "GET /solr/img/ico/script-code.png HTTP/1.1" 200 568
82.8.212.105 - - [19/Jul/2014:10:11:57 +0100] "GET /solr/img/ico/mail.png HTTP/1.1" 200 505
82.8.212.105 - - [19/Jul/2014:10:11:57 +0100] "GET /solr/img/ico/document-text.png HTTP/1.1" 200 592
82.8.212.105 - - [19/Jul/2014:10:11:57 +0100] "GET /solr/img/ico/ui-accordion.png HTTP/1.1" 200 583
82.8.212.105 - - [19/Jul/2014:10:11:57 +0100] "GET /solr/img/ico/jar.png HTTP/1.1" 200 805
82.8.212.105 - - [19/Jul/2014:10:11:57 +0100] "GET /solr/img/ico/bug.png HTTP/1.1" 200 704
82.8.212.105 - - [19/Jul/2014:10:11:58 +0100] "GET /solr/js/lib/order.js?_=4.5.1 HTTP/1.1" 200 8872
82.8.212.105 - - [19/Jul/2014:10:12:01 +0100] "GET /solr/img/ico/users.png HTTP/1.1" 200 870
82.8.212.105 - - [19/Jul/2014:10:12:04 +0100] "GET /solr/js/lib/jquery.cookie.js?_=4.5.1 HTTP/1.1" 200 2996
82.8.212.105 - - [19/Jul/2014:10:12:04 +0100] "GET /solr/js/lib/console.js?_=4.5.1 HTTP/1.1" 200 1122
82.8.212.105 - - [19/Jul/2014:10:12:04 +0100] "GET /solr/js/lib/jquery.form.js?_=4.5.1 HTTP/1.1" 200 23386
82.8.212.105 - - [19/Jul/2014:10:12:04 +0100] "GET /solr/js/lib/jquery.timeago.js?_=4.5.1 HTTP/1.1" 200 5811
82.8.212.105 - - [19/Jul/2014:10:12:04 +0100] "GET /solr/js/lib/jquery.sammy.js?_=4.5.1 HTTP/1.1" 200 67812
82.8.212.105 - - [19/Jul/2014:10:12:04 +0100] "GET /solr/js/lib/jquery.jstree.js?_=4.5.1 HTTP/1.1" 200 134711
82.8.212.105 - - [19/Jul/2014:10:12:06 +0100] "GET /solr/js/lib/jquery.blockUI.js?_=4.5.1 HTTP/1.1" 200 17167
82.8.212.105 - - [19/Jul/2014:10:12:06 +0100] "GET /solr/js/lib/highlight.js?_=4.5.1 HTTP/1.1" 200 14328
82.8.212.105 - - [19/Jul/2014:10:12:06 +0100] "GET /solr/js/lib/linker.js?_=4.5.1 HTTP/1.1" 200 2177
82.8.212.105 - - [19/Jul/2014:10:12:06 +0100] "GET /solr/js/lib/jquery.ajaxfileupload.js?_=4.5.1 HTTP/1.1" 200 7042
82.8.212.105 - - [19/Jul/2014:10:12:08 +0100] "GET /solr/js/lib/ZeroClipboard.js?_=4.5.1 HTTP/1.1" 200 11003
82.8.212.105 - - [19/Jul/2014:10:12:10 +0100] "GET /solr/js/scripts/cloud.js?_=4.5.1 HTTP/1.1" 200 19259
82.8.212.105 - - [19/Jul/2014:10:12:10 +0100] "GET /solr/js/scripts/analysis.js?_=4.5.1 HTTP/1.1" 200 19559
82.8.212.105 - - [19/Jul/2014:10:12:10 +0100] "GET /solr/js/scripts/cores.js?_=4.5.1 HTTP/1.1" 200 22593
82.8.212.105 - - [19/Jul/2014:10:12:10 +0100] "GET /solr/js/scripts/app.js?_=4.5.1 HTTP/1.1" 200 17495
82.8.212.105 - - [19/Jul/2014:10:12:10 +0100] "GET /solr/js/lib/chosen.js?_=4.5.1 HTTP/1.1" 200 35728
82.8.212.105 - - [19/Jul/2014:10:12:10 +0100] "GET /solr/js/lib/d3.js?_=4.5.1 HTTP/1.1" 200 255209
82.8.212.105 - - [19/Jul/2014:10:12:13 +0100] "GET /solr/js/scripts/file.js?_=4.5.1 HTTP/1.1" 200 2243
82.8.212.105 - - [19/Jul/2014:10:12:13 +0100] "GET /solr/js/scripts/documents.js?_=4.5.1 HTTP/1.1" 200 16225
82.8.212.105 - - [19/Jul/2014:10:12:13 +0100] "GET /solr/js/scripts/dataimport.js?_=4.5.1 HTTP/1.1" 200 25497
82.8.212.105 - - [19/Jul/2014:10:12:13 +0100] "GET /solr/js/scripts/dashboard.js?_=4.5.1 HTTP/1.1" 200 18214
82.8.212.105 - - [19/Jul/2014:10:12:13 +0100] "GET /solr/js/scripts/index.js?_=4.5.1 HTTP/1.1" 200 9735
82.8.212.105 - - [19/Jul/2014:10:12:13 +0100] "GET /solr/js/scripts/java-properties.js?_=4.5.1 HTTP/1.1" 200 3408
82.8.212.105 - - [19/Jul/2014:10:12:13 +0100] "GET /solr/js/scripts/logging.js?_=4.5.1 HTTP/1.1" 200 13051
82.8.212.105 - - [19/Jul/2014:10:12:13 +0100] "GET /solr/js/scripts/plugins.js?_=4.5.1 HTTP/1.1" 200 12286
82.8.212.105 - - [19/Jul/2014:10:12:13 +0100] "GET /solr/js/scripts/replication.js?_=4.5.1 HTTP/1.1" 200 16229
82.8.212.105 - - [19/Jul/2014:10:12:13 +0100] "GET /solr/js/scripts/ping.js?_=4.5.1 HTTP/1.1" 200 2349
82.8.212.105 - - [19/Jul/2014:10:12:13 +0100] "GET /solr/js/scripts/query.js?_=4.5.1 HTTP/1.1" 200 6863
82.8.212.105 - - [19/Jul/2014:10:12:15 +0100] "GET /solr/js/scripts/threads.js?_=4.5.1 HTTP/1.1" 200 5262
82.8.212.105 - - [19/Jul/2014:10:12:15 +0100] "GET /solr/js/scripts/schema-browser.js?_=4.5.1 HTTP/1.1" 200 39450
82.8.212.105 - - [19/Jul/2014:10:12:18 +0100] "GET /solr/img/loader.gif HTTP/1.1" 200 1553
82.8.212.105 - - [19/Jul/2014:10:12:18 +0100] "GET /solr/admin/cores?wt=json&indexInfo=false&_=1405761137991 HTTP/1.1" 200 424
82.8.212.105 - - [19/Jul/2014:10:12:22 +0100] "GET /solr/img/chosen-sprite.png HTTP/1.1" 200 559
82.8.212.105 - - [19/Jul/2014:10:12:23 +0100] "GET /solr/admin/info/system?wt=json&_=1405761143351 HTTP/1.1" 200 2803
82.8.212.105 - - [19/Jul/2014:10:12:28 +0100] "GET /solr/tpl/query.html?_=1405761148587 HTTP/1.1" 200 13119
82.8.212.105 - - [19/Jul/2014:10:12:38 +0100] "GET /solr/img/ico/funnel.png HTTP/1.1" 200 591
82.8.212.105 - - [19/Jul/2014:10:12:38 +0100] "GET /solr/img/ico/home.png HTTP/1.1" 200 752
82.8.212.105 - - [19/Jul/2014:10:12:38 +0100] "GET /solr/img/ico/gear.png HTTP/1.1" 200 736
82.8.212.105 - - [19/Jul/2014:10:12:38 +0100] "GET /solr/img/ico/document-import.png HTTP/1.1" 200 688
82.8.212.105 - - [19/Jul/2014:10:12:38 +0100] "GET /solr/img/ico/documents-stack.png HTTP/1.1" 200 594
82.8.212.105 - - [19/Jul/2014:10:12:38 +0100] "GET /solr/img/ico/system-monitor.png HTTP/1.1" 200 547
82.8.212.105 - - [19/Jul/2014:10:12:46 +0100] "GET /solr/img/div.gif HTTP/1.1" 200 1093
82.8.212.105 - - [19/Jul/2014:10:12:46 +0100] "GET /solr/img/ico/block.png HTTP/1.1" 200 630
82.8.212.105 - - [19/Jul/2014:10:12:46 +0100] "GET /solr/img/ico/table.png HTTP/1.1" 200 563
82.8.212.105 - - [19/Jul/2014:10:12:47 +0100] "GET /solr/img/ico/node.png HTTP/1.1" 200 548
82.8.212.105 - - [19/Jul/2014:10:12:47 +0100] "GET /solr/img/ico/magnifier.png HTTP/1.1" 200 700
82.8.212.105 - - [19/Jul/2014:10:12:47 +0100] "GET /solr/img/ico/book-open-text.png HTTP/1.1" 200 628
82.8.212.105 - - [19/Jul/2014:10:12:55 +0100] "GET /solr/img/ico/plus-button.png HTTP/1.1" 200 583
82.8.212.105 - - [19/Jul/2014:10:12:55 +0100] "GET /solr/img/ico/minus-button.png HTTP/1.1" 200 479
82.8.212.105 - - [19/Jul/2014:10:14:01 +0100] "GET /solr/img/ico/ui-address-bar.png HTTP/1.1" 200 349
82.8.212.105 - - [19/Jul/2014:10:14:01 +0100] "GET /solr/collection1/select?q=*%3A*&wt=json&indent=true&_=1405761242102 HTTP/1.1" 200 40236
185.8.49.146 - - [19/Jul/2014:11:31:33 +0100] "HEAD / HTTP/1.0" 200 -
205.209.161.195 - - [19/Jul/2014:15:37:53 +0100] "GET /web-console/ServerInfo.jsp HTTP/1.1" 404 1003
207.244.90.14 - - [01/Jan/1970:00:59:59 +0100] "-" 400 -
107.6.182.182 - - [19/Jul/2014:20:34:36 +0100] "GET /w00tw00t.at.ISC.SANS.DFind:) HTTP/1.1" 400 -
