82.8.212.105 - - [21/Jul/2014:20:10:32 +0100] "GET /solr/collection1/select?q=*%3A*&wt=json&indent=true&facet=true&_=1405969835355 HTTP/1.1" 200 40370
82.8.212.105 - - [21/Jul/2014:20:10:38 +0100] "GET /solr/collection1/select?q=*%3A*&wt=json&indent=true&facet=true HTTP/1.1" 200 40343
82.8.212.105 - - [21/Jul/2014:20:11:09 +0100] "GET /solr/admin/cores?wt=json&indexInfo=false&_=1405969872594 HTTP/1.1" 200 424
82.8.212.105 - - [21/Jul/2014:20:11:09 +0100] "GET /solr/admin/info/system?wt=json&_=1405969872676 HTTP/1.1" 200 2805
82.8.212.105 - - [21/Jul/2014:20:11:10 +0100] "GET /solr/tpl/query.html?_=1405969872758 HTTP/1.1" 200 13119
82.8.212.105 - - [21/Jul/2014:20:11:12 +0100] "GET /solr/collection1/admin/file/?file=admin-extra.menu-top.html&contentType=text/html;charset=utf-8&_=1405969875462 HTTP/1.1" 200 926
82.8.212.105 - - [21/Jul/2014:20:11:12 +0100] "GET /solr/collection1/admin/file/?file=admin-extra.menu-bottom.html&contentType=text/html;charset=utf-8&_=1405969875463 HTTP/1.1" 200 928
82.8.212.105 - - [21/Jul/2014:20:11:12 +0100] "GET /solr/tpl/dashboard.html?_=1405969875464 HTTP/1.1" 200 5202
82.8.212.105 - - [21/Jul/2014:20:11:12 +0100] "GET /solr/collection1/admin/luke?wt=json&show=index&numTerms=0&_=1405969875579 HTTP/1.1" 200 544
82.8.212.105 - - [21/Jul/2014:20:11:12 +0100] "GET /solr/collection1/replication?command=details&wt=json&_=1405969875581 HTTP/1.1" 200 814
82.8.212.105 - - [21/Jul/2014:20:11:12 +0100] "GET /solr/collection1/admin/file/?file=admin-extra.html&_=1405969875584 HTTP/1.1" 200 1068
82.8.212.105 - - [21/Jul/2014:20:11:12 +0100] "GET /solr/collection1/admin/system?wt=json&_=1405969875583 HTTP/1.1" 200 3275
82.8.212.105 - - [21/Jul/2014:20:11:12 +0100] "GET /solr/collection1/admin/ping?action=status&wt=json&_=1405969875585 HTTP/1.1" 503 229
171.111.153.168 - - [21/Jul/2014:20:16:34 +0100] "GET / HTTP/1.1" 200 11217
213.171.199.22 - - [21/Jul/2014:20:29:46 +0100] "GET /w00tw00t.at.ISC.SANS.DFind:) HTTP/1.1" 400 -
91.188.124.225 - - [21/Jul/2014:21:16:43 +0100] "GET /httptest.php HTTP/1.1" 404 975
91.188.124.225 - - [21/Jul/2014:21:16:43 +0100] "GET /search?q=praca HTTP/1.1" 404 963
213.171.199.22 - - [21/Jul/2014:21:33:00 +0100] "GET /jmx-console/index.jsp HTTP/1.1" 404 993
213.171.199.22 - - [21/Jul/2014:21:33:10 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:33:31 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:33:37 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:33:41 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:33:49 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:33:55 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:34:02 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:34:07 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:34:19 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:34:22 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:34:26 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:34:28 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:34:32 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:34:39 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:34:43 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:34:45 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:34:58 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:35:08 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:35:14 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:35:16 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:35:21 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:35:25 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:35:27 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:35:34 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:35:35 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:35:38 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:35:40 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:35:48 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:35:52 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:35:54 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:35:59 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:36:03 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:36:10 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:36:12 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:36:19 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:36:40 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:36:50 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:36:52 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:36:54 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:37:00 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:37:08 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:37:15 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:37:21 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:37:23 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:37:27 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:37:31 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:37:37 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:37:41 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:37:43 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:37:45 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:37:47 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:37:52 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:37:54 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:37:56 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:37:57 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:38:05 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:38:07 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:38:09 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:38:10 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:38:15 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:38:21 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:38:23 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:38:28 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:38:30 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - - [21/Jul/2014:21:38:32 +0100] "GET /manager/html HTTP/1.1" 401 2486
213.171.199.22 - both [21/Jul/2014:21:38:38 +0100] "GET /manager/html HTTP/1.1" 403 3208
213.171.199.22 - - [21/Jul/2014:21:38:40 +0100] "GET /manager/html HTTP/1.1" 401 2486
82.8.212.105 - - [21/Jul/2014:21:43:36 +0100] "GET /solr/search.jsp HTTP/1.1" 404 981
82.8.212.105 - - [21/Jul/2014:21:43:46 +0100] "GET /solr/search.jsp? HTTP/1.1" 404 981
171.111.153.168 - - [21/Jul/2014:22:15:49 +0100] "GET / HTTP/1.1" 200 11217
91.188.124.225 - - [21/Jul/2014:23:11:59 +0100] "GET /httptest.php HTTP/1.1" 404 975
91.188.124.225 - - [21/Jul/2014:23:12:00 +0100] "GET /search?q=onet.pl HTTP/1.1" 404 963
91.188.124.225 - - [21/Jul/2014:23:12:01 +0100] "GET /search?q=onet.pl HTTP/1.1" 404 963
91.188.124.225 - - [21/Jul/2014:23:12:02 +0100] "GET /httptest.php HTTP/1.1" 404 975
91.188.124.225 - - [21/Jul/2014:23:12:06 +0100] "GET /httptest.php HTTP/1.1" 404 975
91.188.124.225 - - [21/Jul/2014:23:12:07 +0100] "GET /search?q=praca HTTP/1.1" 404 963
